article,available,color,desc,gender,icon,id,img_author,img_link,keywords,name,num_jobs,plural_pt,url
false,true,#cc0000,"Philologists, Translators, Interpreters and Related",false,/static/img/icons/cbo/cbo_2.png,2614,,,Philogists,Linguists,4204,true,profiles/cbo/2614/
false,true,#cc0000,Professional Writing,false,/static/img/icons/cbo/cbo_2.png,2615,,,false,Writers,3011,true,profiles/cbo/2615/
false,true,#cc0000,Editors,false,/static/img/icons/cbo/cbo_2.png,2616,,,false,Editors,3399,true,profiles/cbo/2616/
false,true,#cc0000,"Announcers, Commentators and Reporters from Radio and Television",false,/static/img/icons/cbo/cbo_2.png,2617,,,"Radio, Anchors, Narrators",Announcers,17919,true,profiles/cbo/2617/
false,true,#cc0000,Professional Photographers,false,/static/img/icons/cbo/cbo_2.png,2618,,,false,Photographers,5440,true,profiles/cbo/2618/
false,true,#cc0000,Artistic and Cultural Producers,false,/static/img/icons/cbo/cbo_2.png,2621,,,Culture,Producers,6032,true,profiles/cbo/2621/
false,true,#cc0000,Officers of Shows and the Like,false,/static/img/icons/cbo/cbo_2.png,2622,,,false,Directors,1873,true,profiles/cbo/2622/
false,true,#cc0000,Scenographers,false,/static/img/icons/cbo/cbo_2.png,2623,,,"Set Design, Television, Film",Scenographers,4423,true,profiles/cbo/2623/
false,true,#cc0000,"Visual Artists, Industrial Designers and Conservators of Cultural",false,/static/img/icons/cbo/cbo_2.png,2624,,,Industrial Designers,Visual Artists,28895,true,profiles/cbo/2624/
false,true,#cc0000,Actors,false,/static/img/icons/cbo/cbo_2.png,2625,,,"Actresses, Television, Film, Stage Performances",Actors,916,true,profiles/cbo/2625/
false,true,#cc0000,"Musicians Composers, Arrangers, Conductors and Musicologists",false,/static/img/icons/cbo/cbo_2.png,2626,,,"Arrangers, Musicologists",Musicians,4593,true,profiles/cbo/2626/
false,true,#cc0000,Musicians,false,/static/img/icons/cbo/cbo_2.png,2627,,,"Singer, Instrumentalist, Vocalist, Performer",Musicians,6476,true,profiles/cbo/2627/
false,true,#cc0000,Dance Artists (Except Traditional Dance and Popular),false,/static/img/icons/cbo/cbo_2.png,2628,,,false,Other Dancers,5691,true,profiles/cbo/2628/
false,true,#cc0000,Interior Designer Higher Level,false,/static/img/icons/cbo/cbo_2.png,2629,,,"Design, Home, Decoration",Interior Designer,809,true,profiles/cbo/2629/
false,true,#cc0000,"Ministers of Religion, Missionaries, Theologians and the Like Professionals",false,/static/img/icons/cbo/cbo_2.png,2631,,,Religious Professionals ,Religious Professionals,3604,true,profiles/cbo/2631/
false,true,#cc0000,Chefs and Related,false,/static/img/icons/cbo/cbo_2.png,2711,,,Cooks,Chefs,11969,true,profiles/cbo/2711/
false,true,#d66011,Technical Level Middle,false,/static/img/icons/cbo/cbo_3.png,3,dentaprime,https://flic.kr/p/r4zuhn,false,Skilled Workers,5455666,true,profiles/cbo/3/
false,true,#d66011,Technicians in Mechatronics,false,/static/img/icons/cbo/cbo_3.png,3001,,,false,Mechatronic Technicians,4778,true,profiles/cbo/3001/
false,true,#d66011,Technicians Electromechanical,false,/static/img/icons/cbo/cbo_3.png,3003,,,false,Electromechanical Technicians,13574,true,profiles/cbo/3003/
false,true,#d66011,Laboratory Technicians Industrial,false,/static/img/icons/cbo/cbo_3.png,3011,,,false,Industrial Lab Technicians,42033,true,profiles/cbo/3011/
false,true,#d66011,Technical Support Bioengineering,false,/static/img/icons/cbo/cbo_3.png,3012,,,false,Bioengineer Technicians,280,true,profiles/cbo/3012/
false,true,#d66011,Chemical Technicians,false,/static/img/icons/cbo/cbo_3.png,3111,,,false,Chemical Technicians,29569,true,profiles/cbo/3111/
false,true,#d66011,"Technical Production of the Chemical, Petrochemical, Petroleum Refining, Gas and Related",false,/static/img/icons/cbo/cbo_3.png,3112,,,Petrochemical,Gas Technicians,1125,true,profiles/cbo/3112/
false,true,#d66011,"Technical Materials, Ceramics and Glass",false,/static/img/icons/cbo/cbo_3.png,3113,,,false,Glass Technicians,1241,true,profiles/cbo/3113/
false,true,#d66011,Technicians in Manufacturing Plastics and Rubber,false,/static/img/icons/cbo/cbo_3.png,3114,,,false,Plastic and Rubber Technicians,10199,true,profiles/cbo/3114/
false,true,#d66011,"Technicians Environmental Control, Utilities and Wastewater Treatment",false,/static/img/icons/cbo/cbo_3.png,3115,,,false,Water Treatment Technicians,13445,true,profiles/cbo/3115/
false,true,#d66011,Technical Textiles,false,/static/img/icons/cbo/cbo_3.png,3116,,,false,Textile Technicians,2321,true,profiles/cbo/3116/
false,true,#d66011,Colorists,false,/static/img/icons/cbo/cbo_3.png,3117,,,Paint,Colorists,34831,true,profiles/cbo/3117/
false,true,#d66011,Technicians in Construction (Buildings),false,/static/img/icons/cbo/cbo_3.png,3121,pashminu,https://pixabay.com/photo-827301/,false,Building Construction Technicians,52865,true,profiles/cbo/3121/
false,true,#d66011,Technicians in Construction (Infrastructure Works),false,/static/img/icons/cbo/cbo_3.png,3122,,,Infrastructure Work,Infrastructure Technicians,16686,true,profiles/cbo/3122/
false,true,#d66011,Technicians in Geomatics,false,/static/img/icons/cbo/cbo_3.png,3123,,,"Geographers, Topographers, Surveyers",Geographic Technicians,26114,true,profiles/cbo/3123/
false,true,#d66011,Electricians and Electrical Engineering,false,/static/img/icons/cbo/cbo_3.png,3131,Portal de Jornalismo ESPM - SP,https://flic.kr/p/oU8WFf,false,Electricians and Electrical Engineers,102650,true,profiles/cbo/3131/
false,true,#d66011,Technicians in Electronics,false,/static/img/icons/cbo/cbo_3.png,3132,WEG EQUIPAMENTOS ELÉTRICOS S.A.,https://flic.kr/p/6GYqap,false,Electronics Technicians,147861,true,profiles/cbo/3132/
false,true,#d66011,Technicians in Telecommunications,false,/static/img/icons/cbo/cbo_3.png,3133,andrea lima de menezes,https://flic.kr/p/8ReRFr,"Telecomunications, Data, Network",Telecom Technicians,51854,true,profiles/cbo/3133/
false,true,#d66011,Calibration and Instrumentation Technicians,false,/static/img/icons/cbo/cbo_3.png,3134,,,false,Instrumentation Technicians,18321,true,profiles/cbo/3134/
false,true,#d66011,Technicians in Photonics,false,/static/img/icons/cbo/cbo_3.png,3135,,,false,Photonics Technicians,2458,true,profiles/cbo/3135/
false,true,#d66011,"Mechanical Technicians in the Manufacture and Assembly of Machines, Systems and Tools",false,/static/img/icons/cbo/cbo_3.png,3141,Agência Brasília,https://flic.kr/p/Bvpk3H,false,Mechanical Technicians,74217,true,profiles/cbo/3141/
false,true,#d66011,Technical Mechanics (Tools),false,/static/img/icons/cbo/cbo_3.png,3142,,,Tools,Tool Technicians,5467,true,profiles/cbo/3142/
false,true,#d66011,Mechanical Technicians Vehicular,false,/static/img/icons/cbo/cbo_3.png,3143,,,"Vehicles, Cars, Technicians ",Car Mechanics,5856,true,profiles/cbo/3143/
false,true,#d66011,"Mechanical Technicians in Maintenance of Machines, Systems and Tools",false,/static/img/icons/cbo/cbo_3.png,3144,,,false,Machinery Technicians,26999,true,profiles/cbo/3144/
false,true,#d66011,Technicians in Metallurgy (Metal Structures),false,/static/img/icons/cbo/cbo_3.png,3146,,,Metallurgy,Metallurgy Technicians,7804,true,profiles/cbo/3146/
false,true,#d66011,Technicians Steel,false,/static/img/icons/cbo/cbo_3.png,3147,,,false,Steel Technicians,4799,true,profiles/cbo/3147/
false,true,#d66011,Technicians in Geology,false,/static/img/icons/cbo/cbo_3.png,3161,,,false,Geology Workers,1809,true,profiles/cbo/3161/
false,true,#d66011,Technicians Mining,false,/static/img/icons/cbo/cbo_3.png,3163,,,false,Mining Technicians,4892,true,profiles/cbo/3163/
false,true,#d66011,Technical Systems Development and Applications,false,/static/img/icons/cbo/cbo_3.png,3171,StartupStockPhotos,https://pixabay.com/photo-593372/,"Sysadmins, Programmers",System Administrators,69378,true,profiles/cbo/3171/
false,true,#d66011,Technicians Operation and Monitoring of Computers,false,/static/img/icons/cbo/cbo_3.png,3172,Prefeitura de Balneário Piçarras,https://flic.kr/p/nZ9F1M,IT,Computer Technicians,85361,true,profiles/cbo/3172/
false,true,#d66011,Technical Designers in General,false,/static/img/icons/cbo/cbo_3.png,3180,,,false,Technical Designers,17752,true,profiles/cbo/3180/
false,true,#d66011,Designers Technical Construction and Architecture,false,/static/img/icons/cbo/cbo_3.png,3181,,,"Technical Construction, Designer",Construction Designers,7917,true,profiles/cbo/3181/
false,true,#d66011,Designers of Mechanical Technicians,false,/static/img/icons/cbo/cbo_3.png,3182,,,false,Mechanical Designers,3584,true,profiles/cbo/3182/
false,true,#d66011,"Designers Electricians, Electronic, Electromechanical, Heating, Ventilation and Cooling",false,/static/img/icons/cbo/cbo_3.png,3183,,,"Eletrical, Electromechanical, Heating, Ventilation, Cooling",Utility Designers,1311,true,profiles/cbo/3183/
false,true,#d66011,Designers of Technical Products and Miscellaneous Services,false,/static/img/icons/cbo/cbo_3.png,3184,,,false,Technical Product Designers,10450,true,profiles/cbo/3184/
false,true,#d66011,Designers Designers Construction and Architecture,false,/static/img/icons/cbo/cbo_3.png,3185,,,false,Construction Design Planners,14723,true,profiles/cbo/3185/
false,true,#d66011,Designers of Mechanical Designers,false,/static/img/icons/cbo/cbo_3.png,3186,,,Mechanics,Mechanical Design Planners,15705,true,profiles/cbo/3186/
false,true,#d66011,Designers of Electronics Designers,false,/static/img/icons/cbo/cbo_3.png,3187,,,false,Electronical Design Planners,4120,true,profiles/cbo/3187/
false,true,#d66011,Designers Designers and Modelers of Various Products and Services,false,/static/img/icons/cbo/cbo_3.png,3188,,,Design Services,Product Design Planners,16371,true,profiles/cbo/3188/
false,true,#d66011,Technical Clothing,false,/static/img/icons/cbo/cbo_3.png,3191,,,false,Clothing Technicians,1118,true,profiles/cbo/3191/
false,true,#d66011,Technicians and Related Furniture,false,/static/img/icons/cbo/cbo_3.png,3192,,,"Technicians, Assemblers",Furniture Technicians,467,true,profiles/cbo/3192/
false,true,#d66011,Technicians in Biology,false,/static/img/icons/cbo/cbo_3.png,3201,,,false,Biological Technicians,834,true,profiles/cbo/3201/
false,true,#d66011,Agricultural Technicians,false,/static/img/icons/cbo/cbo_3.png,3211,,,Farmers,Agricultural Technicians,35960,true,profiles/cbo/3211/
false,true,#d66011,Foresters,false,/static/img/icons/cbo/cbo_3.png,3212,,,false,Foresters,6284,true,profiles/cbo/3212/
false,true,#d66011,Technicians in Aquaculture,false,/static/img/icons/cbo/cbo_3.png,3213,,,false,Aquafarmers,676,true,profiles/cbo/3213/
false,true,#d66011,Technologists and Technicians in Alternative Therapies and Aesthetic,false,/static/img/icons/cbo/cbo_3.png,3221,,,false,Alternative Therapy Technicians,15632,true,profiles/cbo/3221/
false,true,#d66011,Technicians and Nursing Assistants,false,/static/img/icons/cbo/cbo_3.png,3222,Irekia,https://flic.kr/p/83iBHF,false,Nursing Assistants,868282,true,profiles/cbo/3222/
false,true,#d66011,Technicians in Optics and Optometry,false,/static/img/icons/cbo/cbo_3.png,3223,,,"Optics, Optometry",Optometrists,6217,true,profiles/cbo/3223/
false,true,#d66011,Dental Technicians,false,/static/img/icons/cbo/cbo_3.png,3224,Del Rodrigues,https://flic.kr/p/bdg95F,"Dentists, Oral Hygienists",Dental Technicians,84967,true,profiles/cbo/3224/
false,true,#d66011,Technicians in Orthopedic Prostheses,false,/static/img/icons/cbo/cbo_3.png,3225,,,Prostheses Manufacturing,Orthopedic Prostheses Technicians,1527,true,profiles/cbo/3225/
false,true,#d66011,Technicians Fixed Orthopedic,false,/static/img/icons/cbo/cbo_3.png,3226,,,false,Fixed Orthopedic Technicians,3094,true,profiles/cbo/3226/
false,true,#d66011,Technicians Livestock,false,/static/img/icons/cbo/cbo_3.png,3231,,,false,Livestock Technicians,637,true,profiles/cbo/3231/
false,true,#d66011,Technologists and Technicians in Diagnostic and Therapeutic Methods,false,/static/img/icons/cbo/cbo_3.png,3241,spallafisioterapia,https://flic.kr/p/825mE6,false,Radiologists,62039,true,profiles/cbo/3241/
false,true,#d66011,Technicians and Technical Assistants in Clinical Pathology,false,/static/img/icons/cbo/cbo_3.png,3242,,,false,Clinical Pathology Technicians,46083,true,profiles/cbo/3242/
false,true,#d66011,"Winemakers, Perfumers and Flavorists",false,/static/img/icons/cbo/cbo_3.png,3250,,,false,Horticulture Technicians,2286,true,profiles/cbo/3250/
false,true,#d66011,Pharmacy Technician and Pharmacy Compounding,false,/static/img/icons/cbo/cbo_3.png,3251,,,Pharmacuetical Compounding,Pharmacy Technicians,18203,true,profiles/cbo/3251/
false,true,#d66011,"Technicians in Production, Maintenance and Quality of Food",false,/static/img/icons/cbo/cbo_3.png,3252,,,false,Food Production Technicians,11714,true,profiles/cbo/3252/
false,true,#d66011,Technical Support Biotechnology,false,/static/img/icons/cbo/cbo_3.png,3253,,,false,Biotechnical Technicians,818,true,profiles/cbo/3253/
false,true,#d66011,Technicians Necropsy and Taxidermists,false,/static/img/icons/cbo/cbo_3.png,3281,,,Necropsy,Taxidermists,871,true,profiles/cbo/3281/
false,true,#d66011,Middle Level Teachers in Early Childhood Education,false,/static/img/icons/cbo/cbo_3.png,3311,Prefeitura de Sete Lagoas,https://flic.kr/p/8gBPZP,"Kindergarden, Preschool",Early Childhood Teachers,305911,true,profiles/cbo/3311/
false,true,#d66011,Teachers in Middle Level School,false,/static/img/icons/cbo/cbo_3.png,3312,US Department of Education,https://flic.kr/p/fCAUxh,false,Middle School Teachers,764154,true,profiles/cbo/3312/
false,true,#d66011,Teachers in Middle Level Vocational Education,false,/static/img/icons/cbo/cbo_3.png,3313,,,false,Vocational Middle School Teachers,27243,true,profiles/cbo/3313/
false,true,#d66011,Lay Teachers in Elementary Schools,false,/static/img/icons/cbo/cbo_3.png,3321,,,false,Elementary School Teachers,30712,true,profiles/cbo/3321/
false,true,#d66011,Teachers in Practical Vocational,false,/static/img/icons/cbo/cbo_3.png,3322,,,false,Vocational Teachers,10088,true,profiles/cbo/3322/
false,true,#d66011,Instructors and Teachers of Free Courses,false,/static/img/icons/cbo/cbo_3.png,3331,Colégio Raízes,https://flic.kr/p/hKsie7,Driving Instructors,Free Course Instructors,121323,true,profiles/cbo/3331/
false,true,#d66011,Inspectors Students and Related,false,/static/img/icons/cbo/cbo_3.png,3341,Rede Coleguium de Ensino,https://flic.kr/p/amY3Nc,false,School Inspectors,163694,true,profiles/cbo/3341/
false,true,#d66011,"Commercial Airline Pilots, Flight Engineers and Related",false,/static/img/icons/cbo/cbo_3.png,3411,,,"Flight Engineers, Airlines",Commercial Pilots,2862,true,profiles/cbo/3411/
false,true,#d66011,Technical Seafarers and Fishermen River Merchant Sailor Deck,false,/static/img/icons/cbo/cbo_3.png,3412,,,"Seafarers, Sailor, Merchant",Fishermen,4681,true,profiles/cbo/3412/
false,true,#d66011,Technical and Maritime River Merchant Sailor Machines,false,/static/img/icons/cbo/cbo_3.png,3413,,,false,Maritime Technicians,2810,true,profiles/cbo/3413/
false,true,#d66011,Specialists in Transport Logistics,false,/static/img/icons/cbo/cbo_3.png,3421,Ingeniørforeningen IDA,https://flic.kr/p/iK7AbA,false,Transport Logistics Technicians,63111,true,profiles/cbo/3421/
false,true,#d66011,Customs Brokers,false,/static/img/icons/cbo/cbo_3.png,3422,,,false,Customs Brokes,7572,true,profiles/cbo/3422/
false,true,#d66011,Technicians in Road Transport,false,/static/img/icons/cbo/cbo_3.png,3423,,,false,Road Transport Technicians,48320,true,profiles/cbo/3423/
false,true,#d66011,Technicians Transport Metroferroviìários,false,/static/img/icons/cbo/cbo_3.png,3424,,,"Bus Drivers, Transport Motorvehicles",Public Transporation Technicians,17098,true,profiles/cbo/3424/
false,true,#d66011,Technicians in Air Transport,false,/static/img/icons/cbo/cbo_3.png,3425,,,false,Air Transport Technicians,24556,true,profiles/cbo/3425/
false,true,#d66011,Technicians in Waterborne Transport and Port Operations,false,/static/img/icons/cbo/cbo_3.png,3426,,,Water Transport,Seaport Operations Technicians,4152,true,profiles/cbo/3426/
false,true,#d66011,Accounting Technicians,false,/static/img/icons/cbo/cbo_3.png,3511,,,false,Accounting Technicians,40053,true,profiles/cbo/3511/
false,true,#d66011,Technicians Administration,false,/static/img/icons/cbo/cbo_3.png,3513,HotelPontaVerde,https://flic.kr/p/bVh8hw,"Sysadmins, It, Network Specialists",Administrative Technicians,74601,true,profiles/cbo/3513/
false,true,#d66011,Justice and Related Clerks,false,/static/img/icons/cbo/cbo_3.png,3514,Ahmed AB,https://flic.kr/p/7QJfv4,"Penman, Bailiff, Legal Assistants",Judicial Clerks,174072,true,profiles/cbo/3514/
false,true,#d66011,Technical Secretariat Stenographers and Estenotipistas,false,/static/img/icons/cbo/cbo_3.png,3515,Italberto Figueira Dantas,https://flic.kr/p/qBmGTM,"Stenographers, Estenotipistas",Secretarial Technicians,78048,true,profiles/cbo/3515/
false,true,#d66011,Technicians Work Safety,false,/static/img/icons/cbo/cbo_3.png,3516,CNI Confederação Nacional da Indústria,https://flic.kr/p/oMnoRx,false,Work Safety Technicians,94044,true,profiles/cbo/3516/
false,true,#d66011,Technicians and Related Insurance,false,/static/img/icons/cbo/cbo_3.png,3517,,,"Analysts, Risk, Claims, Evaluators",Insurance Technicians,43196,true,profiles/cbo/3517/
false,true,#d66011,Agents Investigation and Identification,false,/static/img/icons/cbo/cbo_3.png,3518,Wesley Soalheiro de souza,https://flic.kr/p/cWV88G,Agents,Investigative Technicians,49591,true,profiles/cbo/3518/
false,true,#d66011,Technical Intelligence,false,/static/img/icons/cbo/cbo_3.png,3519,,,false,Intelligence Technicians,436,true,profiles/cbo/3519/
false,true,#d66011,Health Workers and the Environment,false,/static/img/icons/cbo/cbo_3.png,3522,embausurfacomodacoes,https://flic.kr/p/8DvgNA,false,Health and Environmental Workers,142018,true,profiles/cbo/3522/
false,true,#d66011,Tax Agents and Metrological Quality,false,/static/img/icons/cbo/cbo_3.png,3523,,,Metrological Equality,Tax Agents,15847,true,profiles/cbo/3523/
false,true,#d66011,Professionals Copyright the Rating of Products and Media,false,/static/img/icons/cbo/cbo_3.png,3524,,,false,Copyright Specialists,756,true,profiles/cbo/3524/
false,true,#d66011,Technicians and Banking Operations,false,/static/img/icons/cbo/cbo_3.png,3532,,,false,Bank Technicians,21556,true,profiles/cbo/3532/
false,true,#d66011,Technical Sales Specialist,false,/static/img/icons/cbo/cbo_3.png,3541,Vodafone Medien,https://flic.kr/p/vbcj7A,false,Sales Specialist,326829,true,profiles/cbo/3541/
false,true,#d66011,Buyers,false,/static/img/icons/cbo/cbo_3.png,3542,AEMTG,https://flic.kr/p/8dRxpX,false,Buyers,77852,true,profiles/cbo/3542/
false,true,#d66011,Analysts Foreign Trade,false,/static/img/icons/cbo/cbo_3.png,3543,,,false,Foreign Trade Analysts,17171,true,profiles/cbo/3543/
false,true,#d66011,Auctioneers and Appraisers,false,/static/img/icons/cbo/cbo_3.png,3544,,,Appraisers,Auctioneers,2776,true,profiles/cbo/3544/
false,true,#d66011,Insurance Agents,false,/static/img/icons/cbo/cbo_3.png,3545,,,false,Insurance Agents,1610,true,profiles/cbo/3545/
false,true,#d66011,Realtors,false,/static/img/icons/cbo/cbo_3.png,3546,,,false,Realtors,2660,true,profiles/cbo/3546/
false,true,#d66011,Independent Sales Representatives,false,/static/img/icons/cbo/cbo_3.png,3547,,,Sales Representatives,Independent Salesmen,4561,true,profiles/cbo/3547/
false,true,#d66011,Technical Services in Tourism and Event Organization,false,/static/img/icons/cbo/cbo_3.png,3548,,,"Travel Agent, Tour Operators",Tourism and Event Organizers,27699,true,profiles/cbo/3548/
false,true,#d66011,Technicians in Librarianship,false,/static/img/icons/cbo/cbo_3.png,3711,,,false,Library Technicians,19147,true,profiles/cbo/3711/
false,true,#d66011,Technicians and Related Museology,false,/static/img/icons/cbo/cbo_3.png,3712,,,false,Museum Technicians,422,true,profiles/cbo/3712/
false,true,#d66011,Technicians in Graphic Arts,false,/static/img/icons/cbo/cbo_3.png,3713,,,Graphic Arts,Graphic Designers,3279,true,profiles/cbo/3713/
false,true,#d66011,Recreators,false,/static/img/icons/cbo/cbo_3.png,3714,Prefeitura de Sete Lagoas,https://flic.kr/p/8WfRzz,false,Recruiters,51097,true,profiles/cbo/3714/
false,true,#d66011,Pickups Motion Pictures,false,/static/img/icons/cbo/cbo_3.png,3721,,,"Cinamatography, Camera, Lighting",Cinematography Technicians,7336,true,profiles/cbo/3721/
false,true,#d66011,Teleprocessing Network Operators and Related,false,/static/img/icons/cbo/cbo_3.png,3722,,,false,Teleprocessing Technicians,6962,true,profiles/cbo/3722/
false,true,#d66011,Technical Operation of Radio Stations,false,/static/img/icons/cbo/cbo_3.png,3731,,,false,Radio Station Technicians,10611,true,profiles/cbo/3731/
false,true,#d66011,Technicians Operating Systems Television and Video Production,false,/static/img/icons/cbo/cbo_3.png,3732,,,"Television, Telecom",Camera Operators,24726,true,profiles/cbo/3732/
false,true,#d66011,Audio Technicians,false,/static/img/icons/cbo/cbo_3.png,3741,,,"Sound Designers, Audio Mixing, Recording, Installers of Audio Equipment",Audio Technicians,13739,true,profiles/cbo/3741/
false,true,#d66011,Technicians Scenography,false,/static/img/icons/cbo/cbo_3.png,3742,,,false,Scenography Technicians,2603,true,profiles/cbo/3742/
false,true,#d66011,Technicians Operation of Projection Apparatus,false,/static/img/icons/cbo/cbo_3.png,3743,,,false,Projectionists,2089,true,profiles/cbo/3743/
false,true,#d66011,"Technicians Assembling, Editing and Finalization of Film and Video",false,/static/img/icons/cbo/cbo_3.png,3744,,,false,Video and Film Editors,14501,true,profiles/cbo/3744/
false,true,#d66011,"Interior Designers, and Showcases the Visual Merchandiser and Related (Medium)",false,/static/img/icons/cbo/cbo_3.png,3751,,,"Visual Merchandiser, Showcases",Interior Designers,10142,true,profiles/cbo/3751/
false,true,#d66011,Dancers Traditional and Popular,false,/static/img/icons/cbo/cbo_3.png,3761,,,false,Dancers,340,true,profiles/cbo/3761/
false,true,#d66011,Artists Circus (Circus),false,/static/img/icons/cbo/cbo_3.png,3762,,,"Clowns, Trapeeze, Juggling",Circus Artists,980,true,profiles/cbo/3762/
false,true,#d66011,"Presenters of Shows, Events and Programs",false,/static/img/icons/cbo/cbo_3.png,3763,,,"Shows, Events, Programs",Presenters,2375,true,profiles/cbo/3763/
false,true,#d66011,Models,false,/static/img/icons/cbo/cbo_3.png,3764,,,false,Models,277,true,profiles/cbo/3764/
false,true,#d66011,Pros,false,/static/img/icons/cbo/cbo_3.png,3771,,,"Soccer, Football, Volleyball, Golf, Fighting, Tennis, Jockey, Boxer, Sports",Professional Athletes,8368,true,profiles/cbo/3771/
false,true,#d66011,Referees Sports,false,/static/img/icons/cbo/cbo_3.png,3772,,,false,Sports Referees,449,true,profiles/cbo/3772/
false,true,#d66011,Technical Planning and Production Control,false,/static/img/icons/cbo/cbo_3.png,3911,UnB Agência,https://flic.kr/p/oy9Lke,false,Industrial Planning Technicians,155232,true,profiles/cbo/3911/
false,true,#d66011,Technical Production Control,false,/static/img/icons/cbo/cbo_3.png,3912,Asian Development Bank,https://flic.kr/p/dQTFu1,false,Production Control Technicians,189763,true,profiles/cbo/3912/
false,true,#d66011,Technical Support in Research and Development,false,/static/img/icons/cbo/cbo_3.png,3951,,,false,Technical Support in Research and Development,19136,true,profiles/cbo/3951/
false,true,#b7834b,Workers of Administrative Services,false,/static/img/icons/cbo/cbo_4.png,4,Alper Çuğun,https://flic.kr/p/7pmryX,false,Administrative Workers,9662960,true,profiles/cbo/4/
false,true,#b7834b,Administrative Supervisors,false,/static/img/icons/cbo/cbo_4.png,4101,Vodafone Medien,https://flic.kr/p/vbcj7A,false,Administrative Supervisors,452845,true,profiles/cbo/4101/
false,true,#b7834b,"Supervisors of Financial Services, and Exchange Control",false,/static/img/icons/cbo/cbo_4.png,4102,Teleperformance Group,https://flic.kr/p/dj1jMM,false,Financial Supervisors,85328,true,profiles/cbo/4102/
false,true,#b7834b,"Agents, Assistants and Administrative Assistants",false,/static/img/icons/cbo/cbo_4.png,4110,Bonner Springs Library,https://flic.kr/p/6GG7ke,false,Administrative Assistants,4698168,true,profiles/cbo/4110/
false,true,#b7834b,Operator Input Devices and Data Transmission,false,/static/img/icons/cbo/cbo_4.png,4121,StartupStockPhotos,https://pixabay.com/photo-593312/,false,Data Entry Specialists,58264,true,profiles/cbo/4121/
false,true,#b7834b,Continuous,false,/static/img/icons/cbo/cbo_4.png,4122,Fotos GOVBA,https://flic.kr/p/784LNm,false,Secretaries,197555,true,profiles/cbo/4122/
false,true,#b7834b,Accounting Clerks,false,/static/img/icons/cbo/cbo_4.png,4131,Bonner Springs Library,https://flic.kr/p/6GG7ke,Accountants,Accounting Assistants,260119,true,profiles/cbo/4131/
false,true,#b7834b,Clerks of Banking,false,/static/img/icons/cbo/cbo_4.png,4132,Vodafone Medien,https://flic.kr/p/vbcj7A,"Tellers, Bankers",Bank Assistants,382704,true,profiles/cbo/4132/
false,true,#b7834b,Almoxarifes and Stockists,false,/static/img/icons/cbo/cbo_4.png,4141,Assembleia Legislativa do Paraná,https://flic.kr/p/a88u55,false,Stockmen,649873,true,profiles/cbo/4141/
false,true,#b7834b,Links and Lecturers,false,/static/img/icons/cbo/cbo_4.png,4142,Glúten Free Alimentos,https://flic.kr/p/dirD1E,Instructor,Production Trainers,237120,true,profiles/cbo/4142/
false,true,#b7834b,"Ancillary Service Documentation, Information and Research",false,/static/img/icons/cbo/cbo_4.png,4151,,,false,Scribes,27900,true,profiles/cbo/4151/
false,true,#b7834b,Sorting Postmen and Operators of Postal Services,false,/static/img/icons/cbo/cbo_4.png,4152,Dirceu S. Oliveira,https://flic.kr/p/h6JbmV,"Mail Carriers, Postmen, Curriers",Postal Workers,88482,true,profiles/cbo/4152/
false,true,#b7834b,Supervisors Client Service and Research,false,/static/img/icons/cbo/cbo_4.png,4201,Petit Miracle,https://flic.kr/p/q51NTF,false,Public Service Supervisors,98010,true,profiles/cbo/4201/
false,true,#b7834b,Boxes and Tellers (Except Bank Teller),false,/static/img/icons/cbo/cbo_4.png,4211,,,Checkout Clerks,Non-Bank Tellers,937518,true,profiles/cbo/4211/
false,true,#b7834b,Collectors Betting and Gaming,false,/static/img/icons/cbo/cbo_4.png,4212,,,"Betting, Gaming",Gambling Collectors,20274,true,profiles/cbo/4212/
false,true,#b7834b,Collectors and Related,false,/static/img/icons/cbo/cbo_4.png,4213,Mario Riorda,https://flic.kr/p/moGWBZ,Accounts,Billing Collectors,108048,true,profiles/cbo/4213/
false,true,#b7834b,Receptionists,false,/static/img/icons/cbo/cbo_4.png,4221,Daniel Lobo,https://flic.kr/p/2inDCi,false,Receptionists,707996,true,profiles/cbo/4221/
false,true,#b7834b,Telephone Operators,false,/static/img/icons/cbo/cbo_4.png,4222,Tomoir III,https://flic.kr/p/bSSZ9R,false,Telephone Operators,147562,true,profiles/cbo/4222/
false,true,#b7834b,Telemarketers,false,/static/img/icons/cbo/cbo_4.png,4223,News Oresund,https://flic.kr/p/e5D5jr,false,Telemarketers,478443,true,profiles/cbo/4223/
false,true,#b7834b,Brokers Documentalists and Related,false,/static/img/icons/cbo/cbo_4.png,4231,,,false,Customs Brokers,11153,true,profiles/cbo/4231/
false,true,#b7834b,Interviewers and Enumerators,false,/static/img/icons/cbo/cbo_4.png,4241,,,false,Interviewers and Census Takers,15598,true,profiles/cbo/4241/
false,true,#17bcef,"Service Employees, Vendors in Trade Shops and Markets",false,/static/img/icons/cbo/cbo_5.png,5,Mills Baker,https://flic.kr/p/6vivZy,false,Service and Retail Workers,11774147,true,profiles/cbo/5/
false,true,#17bcef,"Supervisors Transport Services, Tourism, Hospitality and Administration Buildings",false,/static/img/icons/cbo/cbo_5.png,5101,,,false,Hospitality Supervisors,37304,true,profiles/cbo/5101/
